,word,label
43760,detested,en
43761,d,as
43762,hulk,as
43763,at,en
43764,st,en
43765,p,en
43766,smash,en
43767,publicly,en
43768,dey,as
43769,wl,en
43770,cm,en
43771,around,en
43772,p,en
43773,p,en
43774,s,as
43775,i,en
43776,dnt,en
43777,blv,en
43778,u,en
43779,can,en
43780,anybody,en
43781,tell,en
43782,me,as
43783,why,en
43784,some,en
43785,apps,en
43786,unfortunately,en
43787,stops,en
43788,like,en
43789,m,as
43790,surfing,en
43791,frm,en
43792,opera,en
43793,and,en
43794,it,en
43795,shows,en
43796,unfortunately,en
43797,opera,en
43798,mini,en
43799,has,en
43800,stopped,en
43801,it,en
43802,happened,en
43803,wt,en
43804,other,en
43805,apps,en
43806,too,en
43807,does,en
43808,anybdy,as
43809,knw,en
43810,d,as
43811,reason,en
43812,plz,en
43813,help,en
43814,arey,as
43815,burbok,as
43816,dev,ne
43817,bangladeshir,as
43818,shobari,as
43819,nrc,ne
43820,ase,as
43821,sir,en
43822,those,en
43823,persons,en
43824,doing,en
43825,trading,en
43826,business,en
43827,now,en
43828,they,en
43829,are,en
43830,being,en
43831,unnecessary,en
43832,harassing,en
43833,by,en
43834,your,en
43835,sales,en
43836,tax,en
43837,inspectors,en
43838,all,en
43839,those,en
43840,persons,en
43841,willing,en
43842,to,en
43843,carry,en
43844,their,en
43845,business,en
43846,by,en
43847,proper,en
43848,way,en
43849,please,en
43850,as,en
43851,a,en
43852,well,en
43853,wisher,as
43854,cooperate,en
43855,with,en
43856,them,en
43857,p,en
43858,parker,as
43859,dede,as
43860,thousands,en
43861,between,en
43862,vote,en
43863,ot,as
43864,bhaskar,as
43865,sharma,as
43866,jikibo,as
43867,aitu,as
43868,mur,as
43869,bhawishot,as
43870,bani,as
43871,siddhart,as
43872,was,en
43873,ian,as
43874,somerhalder,as
43875,wasn,en
43876,t,as
43877,he,as
43878,damon,as
43879,or,as
43880,smthng,en
43881,same,en
43882,thing,en
43883,only,en
43884,if,en
43885,u,en
43886,ignore,en
43887,the,en
43888,girl,en
43889,govong,as
43890,a,en
43891,bunch,en
43892,of,en
43893,moony,as
43894,looks,en
43895,preparations,en
43896,going,en
43897,on,en
43898,for,en
43899,live,en
43900,performance,en
43901,of,en
43902,angaraag,as
43903,papon,as
43904,mahanta,as
43905,namamibramhaputra,ne
43906,no,en
43907,tera,as
43908,luck,en
43909,acha,as
43910,hai,as
43911,buddhe,as
43912,jo,as
43913,tu,as
43914,jit,as
43915,gya,as
43916,or,as
43917,hum,as
43918,svi,as
43919,voters,en
43920,ka,as
43921,khrab,as
43922,fir,as
43923,sa,as
43924,duboyega,as
43925,kamina,as
43926,k,as
43927,a,en
43928,ko,as
43929,bangladeshi,as
43930,logo,en
43931,ka,as
43932,vote,en
43933,mila,as
43934,na,as
43935,tujhe,as
43936,islia,as
43937,jeeta,as
43938,or,as
43939,bolta,as
43940,hai,as
43941,old,en
43942,is,en
43943,gold,en
43944,miu,as
43945,goisani,as
43946,karubar,as
43947,funeral,en
43948,assamese,en
43949,film,en
43950,industry,en
43951,amiu,as
43952,unnat,as
43953,hua,as
43954,bisaru,as
43955,kintu,as
43956,heibuli,as
43957,nalbari,ne
43958,manuhak,as
43959,gali,as
43960,diba,as
43961,nelage,as
43962,sabare,as
43963,nijar,as
43964,language,en
43965,ase,as
43966,tumi,as
43967,ejon,as
43968,actor,en
43969,hoi,as
43970,ai,as
43971,mentality,en
43972,loi,as
43973,asa,as
43974,audiencer,en
43975,uparatei,as
43976,sab,as
43977,ase,as
43978,so,en
43979,language,en
43980,to,en
43981,bhal,as
43982,kori,as
43983,kobo,as
43984,lage,as
43985,may,en
43986,b,as
43987,impact,en
43988,dis,as
43989,days,en
43990,sharapova,as
43991,als,as
43992,returns,en
43993,wit,en
43994,kicks,en
43995,n,as
43996,heads,en
43997,many,en
43998,candidates,en
43999,are,en
44000,there,en
44001,without,en
44002,deled,en
44003,ekdom,as
44004,beimani,as
44005,directly,en
44006,na,as
44007,ble,as
44008,dilei,as
44009,hoy,as
44010,je,as
44011,job,en
44012,hbe,as
44013,na,as
44014,hello,en
44015,friends,en
44016,i,en
44017,need,en
44018,a,en
44019,help,en
44020,from,en
44021,u,en
44022,all,en
44023,my,en
44024,so,en
44025,closed,en
44026,friend,en
44027,rakesh,ne
44028,who,en
44029,missed,en
44030,the,en
44031,nrc,ne
44032,form,en
44033,fill,en
44034,up,en
44035,last,en
44036,date,en
44037,now,en
44038,he,as
44039,is,en
44040,so,en
44041,afraid,en
44042,i,en
44043,check,en
44044,his,en
44045,document,en
44046,all,en
44047,correct,en
44048,now,en
44049,he,as
44050,want,en
44051,to,en
44052,submit,en
44053,them,en
44054,but,en
44055,where,en
44056,can,en
44057,he,as
44058,submit,en
44059,please,en
44060,help,en
44061,him,en
44062,it,en
44063,is,en
44064,good,en
44065,you,en
44066,have,en
44067,done,en
44068,what,en
44069,congress,ne
44070,didn,en
44071,t,as
44072,but,en
44073,we,en
44074,urge,en
44075,you,en
44076,to,en
44077,do,en
44078,appropriate,en
44079,for,en
44080,apprehending,en
44081,the,en
44082,culprit,en
44083,we,en
44084,aspect,en
44085,no,en
44086,compromise,en
44087,because,en
44088,it,en
44089,involves,en
44090,not,en
44091,only,en
44092,the,en
44093,murderer,en
44094,but,en
44095,also,en
44096,racket,en
44097,of,en
44098,corrupt,en
44099,agricultual,en
44100,officials,en
44101,moto,as
44102,is,en
44103,clear,en
44104,finish,en
44105,it,en
44106,valke,as
44107,nije,as
44108,qualify,en
44109,hoi,as
44110,thaka,as
44111,adn,en
44112,govrnment,en
44113,e,as
44114,job,en
44115,regular,en
44116,krib,as
44117,but,en
44118,low,en
44119,bnab,as
44120,nalage,as
44121,pappu,as
44122,bonai,as
44123,dise,as
44124,be,en
44125,tattu,as
44126,hmmm,as
44127,congresse,as
44128,j,as
44129,sakori,as
44130,namot,as
44131,parikha,as
44132,pati,as
44133,ses,as
44134,samoyot,as
44135,bandh,as
44136,kori,as
44137,diya,as
44138,aaji,as
44139,congressor,as
44140,gati,as
44141,saiye,as
44142,hoba,as
44143,vote,en
44144,dim,as
44145,buli,as
44146,koi,as
44147,bahutei,as
44148,nidiba,as
44149,sai,as
44150,loba,as
44151,aapunaloke,as
44152,moi,as
44153,vabo,as
44154,kunu,as
44155,montrir,as
44156,gari,as
44157,nhy,as
44158,boroncho,as
44159,ambulanceor,en
44160,krne,as
44161,rasta,as
44162,ari,as
44163,dibo,as
44164,lage,as
44165,hoytu,as
44166,hai,as
44167,ambulance,en
44168,khnt,as
44169,kunuba,as
44170,mrityur,as
44171,lgot,as
44172,juji,as
44173,ase,as
44174,aru,as
44175,traficor,as
44176,krne,as
44177,teu,as
44178,mrityur,as
44179,hatot,as
44180,porajoy,as
44181,boron,as
44182,kribo,as
44183,so,en
44184,amar,as
44185,cm,en
44186,or,as
44187,homoyor,as
44188,dam,en
44189,thaka,as
44190,buli,as
44191,koisa,as
44192,hoy,as
44193,nicchoy,as
44194,ase,as
44195,kintu,as
44196,ajon,as
44197,studentok,as
44198,hudha,as
44199,teu,as
44200,jetya,as
44201,xm,en
44202,dbo,as
44203,jay,as
44204,homoyor,as
44205,ki,as
44206,mulyo,as
44207,prothom,en
44208,interview,en
44209,dbo,as
44210,jua,as
44211,lora,as
44212,jnk,en
44213,hudha,as
44214,homoyor,as
44215,ki,as
44216,mulyo,as
44217,aru,as
44218,ajon,as
44219,doctor,en
44220,homoy,as
44221,mote,as
44222,goi,as
44223,napale,as
44224,ajon,as
44225,patient,en
44226,or,as
44227,mrityu,as
44228,hbo,ne
44229,pare,as
44230,so,en
44231,okl,as
44232,amar,as
44233,cm,en
44234,or,as
44235,homoyor,as
44236,mulyo,as
44237,ase,as
44238,heitu,as
44239,moi,as
44240,mani,as
44241,nolou,as
44242,gdp,en
44243,increase,en
44244,strengthening,en
44245,indian,en
44246,army,en
44247,etc,en
44248,i,en
44249,think,en
44250,dis,as
44251,things,en
44252,matters,en
44253,which,en
44254,our,en
44255,new,en
44256,govt,en
44257,is,en
44258,doing,en
44259,if,en
44260,we,en
44261,want,en
44262,to,en
44263,analyse,en
44264,den,as
44265,we,en
44266,hv,en
44267,to,en
44268,see,en
44269,back,en
44270,years,en
44271,beside,en
44272,comparing,en
44273,year,en
44274,also,en
44275,doing,en
44276,zindabad,ne
44277,without,en
44278,base,en
44279,dnt,en
44280,matters,en
44281,sir,en
44282,amr,as
44283,mone,as
44284,hy,en
44285,sobai,as
44286,hbs,en
44287,sirre,as
44288,dush,as
44289,dira,as
44290,kintu,as
44291,advt,en
44292,is,en
44293,totally,en
44294,ok,as
44295,and,en
44296,sirer,as
44297,kono,as
44298,dush,as
44299,nai,as
44300,reasn,as
44301,gula,as
44302,aktu,as
44303,bhala,as
44304,koriya,as
44305,dekba,as
44306,plz,en
44307,sir,en
44308,trpre,as
44309,dush,as
44310,diba,as
44311,we,en
44312,r,as
44313,proud,en
44314,that,en
44315,we,en
44316,have,en
44317,a,en
44318,leader,en
44319,like,en
44320,modi,as
44321,ji,as
44322,bharat,as
44323,mata,as
44324,ki,as
44325,joy,as
44326,bjp,ne
44327,jindabad,ne
44328,it,en
44329,s,as
44330,a,en
44331,good,en
44332,news,en
44333,sir,en
44334,from,en
44335,last,en
44336,year,en
44337,we,en
44338,are,en
44339,working,en
44340,successfully,en
44341,on,en
44342,nsqf,en
44343,national,en
44344,skill,en
44345,qualifications,en
44346,framework,en
44347,under,en
44348,rmsa,en
44349,regarding,en
44350,our,en
44351,presence,en
44352,we,en
44353,want,en
44354,to,en
44355,meet,en
44356,you,en
44357,but,en
44358,we,en
44359,didn,en
44360,t,as
44361,get,en
44362,the,en
44363,opportunity,en
44364,till,en
44365,now,en
44366,tetforum,as
44367,r,as
44368,news,en
44369,misa,as
44370,hahahaha,as
44371,tumi,as
44372,koe,as
44373,dibo,as
44374,lagisil,as
44375,bhonti,as
44376,haat,as
44377,khn,as
44378,beleg,as
44379,jegat,as
44380,thua,as
44381,na,as
44382,bli,as
44383,serial,en
44384,khon,as
44385,keneke,as
44386,sam,as
44387,aru,as
44388,chikna,as
44389,kai,as
44390,obihone,as
44391,horthat,as
44392,ki,as
44393,dhumuha,as
44394,ahil,as
44395,rong,as
44396,chanal,as
44397,tut,as
44398,i,en
44399,pray,en
44400,for,en
44401,god,en
44402,to,en
44403,his,en
44404,soul,en
44405,just,en
44406,copy,en
44407,paste,en
44408,the,en
44409,post,en
44410,to,en
44411,shaddi,as
44412,com,as
44413,you,en
44414,will,en
44415,get,en
44416,a,en
44417,great,en
44418,positive,en
44419,result,en
44420,form,en
44421,jomalua,as
44422,acknowledgement,en
44423,receipt,en
44424,bilakot,as
44425,namebilak,as
44426,spelling,en
44427,vul,as
44428,likhise,as
44429,kenekoi,as
44430,correction,en
44431,login,as
44432,the,en
44433,making,en
44434,of,en
44435,the,en
44436,packages,en
44437,of,en
44438,documents,en
44439,to,en
44440,be,en
44441,sent,en
44442,for,en
44443,inter,en
44444,state,en
44445,verification,en
44446,is,en
44447,on,en
44448,in,en
44449,full,en
44450,throttle,en
44451,the,en
44452,printing,en
44453,machines,en
44454,at,en
44455,the,en
44456,state,en
44457,nrc,ne
44458,office,en
44459,are,en
44460,being,en
44461,put,en
44462,in,en
44463,action,en
44464,overtime,en
44465,as,en
44466,printing,en
44467,of,en
44468,over,en
44469,thousand,en
44470,pages,en
44471,of,en
44472,documents,en
44473,are,en
44474,in,en
44475,process,en
44476,here,en
44477,are,en
44478,a,en
44479,few,en
44480,scenes,en
44481,caught,en
44482,in,en
44483,the,en
44484,frame,en
44485,as,en
44486,the,en
44487,state,en
44488,coordinator,en
44489,nrc,ne
44490,self,en
44491,inspects,en
44492,and,en
44493,supervises,en
44494,over,en
44495,the,en
44496,check,en
44497,list,en
44498,of,en
44499,mandatory,en
44500,items,en
44501,documents,en
44502,to,en
44503,be,en
44504,included,en
44505,in,en
44506,the,en
44507,other,en
44508,states,en
44509,packages,en
44510,also,en
44511,seen,en
44512,in,en
44513,the,en
44514,pictures,en
44515,are,en
44516,senior,en
44517,officials,en
44518,and,en
44519,other,en
44520,members,en
44521,of,en
44522,the,en
44523,state,en
44524,verification,en
44525,cell,en
44526,hands,en
44527,on,en
44528,as,en
44529,the,en
44530,work,en
44531,is,en
44532,in,en
44533,progress,en
44534,at,en
44535,the,en
44536,state,en
44537,verification,en
44538,cell,en
44539,sir,en
44540,please,en
44541,take,en
44542,proper,en
44543,step,en
44544,to,en
44545,remove,en
44546,the,en
44547,actual,en
44548,roots,en
44549,of,en
44550,making,en
44551,munna,as
44552,bhai,as
44553,mbbs,en
44554,it,en
44555,s,as
44556,a,en
44557,easy,en
44558,earning,en
44559,source,en
44560,for,en
44561,some,en
44562,highly,en
44563,intellectuals,en
44564,criminals,en
44565,like,en
44566,bihar,ne
44567,s,as
44568,toppers,en
44569,through,en
44570,backdoor,en
44571,depriving,en
44572,the,en
44573,innocent,en
44574,n,en
44575,proverty,en
44576,striken,as
44577,but,en
44578,brilliant,en
44579,students,en
44580,jdi,as
44581,kw,as
44582,tet,as
44583,certificate,en
44584,chara,as
44585,tet,as
44586,ar,as
44587,job,en
44588,ar,as
44589,asha,as
44590,kore,as
44591,dled,en
44592,certificate,en
44593,niye,as
44594,taderke,as
44595,open,en
44596,challenge,en
44597,next,en
44598,advertisement,en
44599,jkn,as
44600,hobe,as
44601,tkn,en
44602,dled,en
44603,certificate,en
44604,diye,as
44605,apply,en
44606,kore,as
44607,dekhak,as
44608,we,en
44609,have,en
44610,full,en
44611,of,en
44612,cofidence,en
44613,upon,en
44614,you,en
44615,after,en
44616,all,en
44617,try,en
44618,to,en
44619,bring,en
44620,our,en
44621,state,en
44622,into,en
44623,a,en
44624,respective,en
44625,position,en
44626,sam,as
44627,uuuuu,as
44628,didi,as
44629,rd,en
44630,sem,as
44631,puwali,as
44632,dekhun,as
44633,do,en
44634,u,en
44635,realy,en
44636,thnk,en
44637,usne,as
44638,tumhe,as
44639,real,en
44640,name,en
44641,btayi,as
44642,hogi,as
44643,pata,as
44644,nahi,as
44645,kitne,as
44646,fake,en
44647,acount,as
44648,khola,as
44649,hoga,as
44650,usne,as
44651,got,en
44652,nthng,as
44653,new,en
44654,except,en
44655,the,en
44656,notification,en
44657,center,en
44658,nd,en
44659,ofcrse,en
44660,a,en
44661,new,en
44662,type,en
44663,of,en
44664,homescreen,en
44665,lac,as
44666,primary,en
44667,vacant,en
44668,teacher,en
44669,koice,as
44670,te,as
44671,itain,as
44672,dewar,as
44673,teacher,en
44674,recruitment,en
44675,dibo,as
44676,kendra,as
44677,soekare,as
44678,koice,as
44679,te,as
44680,oto,as
44681,cndt,en
44682,to,en
44683,paito,as
44684,na,as
44685,tar,as
44686,lagi,as
44687,to,en
44688,deled,en
44689,extand,en
44690,krto,as
44691,state,en
44692,coordinator,en
44693,of,en
44694,national,en
44695,registration,en
44696,scnr,en
44697,shri,as
44698,prateek,ne
44699,hajela,ne
44700,ias,as
44701,taking,en
44702,a,en
44703,session,en
44704,on,en
44705,exercise,en
44706,undertaken,en
44707,for,en
44708,preparation,en
44709,of,en
44710,nrc,ne
44711,in,en
44712,the,en
44713,two,en
44714,day,en
44715,refresher,en
44716,course,en
44717,training,en
44718,for,en
44719,members,en
44720,of,en
44721,foreigners,en
44722,tribunal,en
44723,and,en
44724,superintendents,en
44725,of,en
44726,police,en
44727,border,en
44728,held,en
44729,in,en
44730,the,en
44731,administrative,en
44732,staff,en
44733,college,en
44734,on,en
44735,apr,as
44736,moiu,as
44737,ekhon,as
44738,likhi,as
44739,asu,as
44740,apsc,en
44741,r,as
44742,uporot,as
44743,databur,as
44744,dibosun,as
44745,bisarile,as
44746,correct,en
44747,dibo,as
44748,kintu,as
44749,pisot,as
44750,nai,as
44751,buli,as
44752,nokobo,as
44753,kitap,as
44754,khonor,as
44755,naam,as
44756,hobo,as
44757,axom,en
44758,kolongko,as
44759,tat,as
44760,hero,en
44761,heroien,as
44762,supergoru,as
44763,sob,as
44764,ase,as
44765,maje,as
44766,maje,as
44767,item,en
44768,song,en
44769,aru,as
44770,romance,en
44771,u,en
44772,thakibo,as
44773,nohole,as
44774,raije,as
44775,moja,as
44776,napabo,as
44777,nohoi,as
44778,sai,as
44779,dibo,as
44780,olop,as
44781,manuh,as
44782,buror,as
44783,naam,as
44784,thik,as
44785,mote,as
44786,porisene,as
44787,nai,as
44788,kun,as
44789,bishoye,as
44790,data,en
44791,ache,en
44792,ektu,as
44793,info,en
44794,deo,as
44795,na,as
44796,ujjal,as
44797,ki,as
44798,hoise,as
44799,re,en
44800,ei,as
44801,page,en
44802,k,as
44803,ki,as
44804,ki,as
44805,diye,as
44806,aaji,as
44807,kali,as
44808,tik,as
44809,madam,en
44810,r,as
44811,onek,as
44812,tet,as
44813,qualified,en
44814,aachay,as
44815,jader,as
44816,age,en
44817,over,en
44818,hoya,as
44819,jacchay,as
44820,eta,as
44821,ader,as
44822,last,en
44823,hope,en
44824,r,as
44825,gov,en
44826,takay,as
44827,kuno,as
44828,clear,en
44829,pic,as
44830,pacchay,as
44831,na,as
44832,ki,as
44833,korbay,as
44834,confused,en
44835,r,as
44836,ektar,as
44837,por,as
44838,ekata,as
44839,date,en
44840,hopeless,en
44841,koray,as
44842,decchay,as
44843,bhaskar,as
44844,acharjee,as
44845,er,as
44846,niche,en
44847,diya,as
44848,ek,as
44849,ekta,as
44850,aaikh,as
44851,wala,as
44852,baash,as
44853,dukano,as
44854,dorkar,as
44855,sokoler,as
44856,e,as
44857,pagol,as
44858,etai,as
44859,matha,as
44860,khailo,as
44861,comments,en
44862,forum,en
44863,milan,as
44864,majumdar,ne
44865,its,en
44866,my,en
44867,personal,en
44868,comments,en
44869,ram,as
44870,krishna,as
44871,durgaa,as
44872,kaali,as
44873,konjon,as
44874,main,en
44875,bhagbaan,as
44876,tohotir,as
44877,http,en
44878,www,en
44879,assamtribune,en
44880,com,as
44881,scripts,en
44882,detailsnew,en
44883,asp,en
44884,id,en
44885,apr,as
44886,at,en
44887,draft,en
44888,nrc,ne
44889,to,en
44890,be,en
44891,out,en
44892,within,en
44893,months,en
44894,vacancy,en
44895,position,en
44896,in,en
44897,various,en
44898,dist,en
44899,of,en
44900,assam,ne
44901,for,en
44902,lp,en
44903,up,en
44904,tet,as
44905,qualified,en
44906,regular,en
44907,posts,en
44908,advertisement,en
44909,will,en
44910,be,en
44911,published,en
44912,by,en
44913,dee,as
44914,assam,ne
44915,govt,en
44916,very,en
44917,shortly,en
44918,within,en
44919,august,ne
44920,dibrugarg,ne
44921,tinsukia,as
44922,jorhat,as
44923,golaghat,ne
44924,nagaon,ne
44925,sibsagar,as
44926,morigaon,ne
44927,sonitpur,ne
44928,barpeta,ne
44929,nalbari,ne
44930,kamrup,ne
44931,r,as
44932,dhubri,ne
44933,lakhimpur,ne
44934,best,en
44935,of,en
44936,luck,en
44937,tqf,en
44938,assam,ne
44939,johnyblaze,as
44940,eitu,as
44941,hoboe,as
44942,jodi,as
44943,jodhe,as
44944,modhe,as
44945,news,en
44946,gutabole,as
44947,kua,as
44948,jai,as
44949,kiba,as
44950,eta,as
44951,kotha,as
44952,kua,as
44953,agote,as
44954,research,en
44955,koribo,as
44956,nai,as
44957,mukh,as
44958,ase,as
44959,khuli,as
44960,kiba,as
44961,egal,as
44962,bokilei,as
44963,hoi,as
44964,heitu,as
44965,a,en
44966,jaane,as
44967,amar,as
44968,reporter,en
44969,bilake,as
44970,i,en
44971,would,en
44972,michael,as
44973,bay,as
44974,may,en
44975,not,en
44976,be,en
44977,much,en
44978,in,en
44979,the,en
44980,line,en
44981,of,en
44982,original,en
44983,or,as
44984,stimulating,en
44985,fresh,en
44986,plotlines,en
44987,but,en
44988,at,en
44989,least,en
44990,his,en
44991,action,en
44992,sequences,en
44993,and,en
44994,special,en
44995,effects,en
44996,skill,en
44997,is,en
44998,unrivalled,en
44999,except,en
45000,by,en
45001,maybe,en
45002,guillerimo,as
45003,del,as
45004,toro,as
45005,raat,as
45006,ko,as
45007,madam,en
45008,ji,as
45009,em,as
45010,cem,as
45011,mp,en
45012,minister,en
45013,r,as
45014,all,en
45015,in,en
45016,pocket,en
45017,of,en
45018,tat,as
45019,idiot,en
45020,principal,en
45021,tatz,as
45022,y,as
45023,day,en
45024,tiz,as
45025,has,en
45026,happen,en
45027,tiz,as
45028,people,en
45029,doesnt,en
45030,hv,en
45031,shame,en
45032,tat,as
45033,i,en
45034,can,en
45035,say,en
45036,tem,as
45037,hv,en
45038,shame,en
45039,go,en
45040,drown,en
45041,in,en
45042,a,en
45043,glass,en
45044,of,en
45045,water,en
45046,u,en
45047,kol,as
45048,urslf,en
45049,our,en
45050,leaders,en
45051,huh,as
45052,what,en
45053,an,en
45054,excellent,en
45055,idea,en
45056,sir,en
45057,ji,as
45058,i,en
45059,hope,en
45060,your,en
45061,conterparts,en
45062,of,en
45063,other,en
45064,ner,as
45065,also,en
45066,follow,en
45067,you,en
45068,in,en
45069,this,en
45070,regard,en
45071,additional,en
45072,deputy,en
45073,commissioner,en
45074,bongaigaon,ne
45075,ms,en
45076,chandra,as
45077,devi,as
45078,presides,en
45079,over,en
45080,the,en
45081,meeting,en
45082,held,en
45083,with,en
45084,joint,en
45085,director,en
45086,of,en
45087,health,en
45088,personnel,en
45089,engaged,en
45090,in,en
45091,the,en
45092,process,en
45093,of,en
45094,office,en
45095,verification,en
45096,wht,en
45097,tu,as
45098,say,en
45099,jitna,as
45100,bhi,as
45101,tarif,as
45102,kare,as
45103,phirbi,as
45104,kam,as
45105,hy,en
45106,in,en
45107,dono,as
45108,k,as
45109,liye,as
45110,sarba,as
45111,da,as
45112,apuni,as
45113,bor,as
45114,mohan,as
45115,apunar,as
45116,mohanotai,as
45117,hokolu,as
45118,manuhoke,as
45119,muhise,as
45120,keep,en
45121,it,en
45122,up,en
45123,sir,en
45124,i,en
45125,am,en
45126,very,en
45127,sorry,en
45128,pls,en
45129,excuse,en
45130,me,as
45131,my,en
45132,both,en
45133,eyes,en
45134,ears,en
45135,have,en
45136,gone,en
45137,to,en
45138,the,en
45139,hell,en
45140,but,en
45141,pls,en
45142,remember,en
45143,that,en
45144,i,en
45145,am,en
45146,not,en
45147,just,en
45148,bloody,en
45149,stupid,en
45150,however,en
45151,i,en
45152,respect,en
45153,you,en
45154,for,en
45155,your,en
45156,comment,en
45157,no,en
45158,more,en
45159,comment,en
45160,on,en
45161,this,en
45162,please,en
45163,may,en
45164,be,en
45165,fake,en
45166,ata,as
45167,majhi,as
45168,satakli,as
45169,v,as
45170,illi,as
45171,hall,en
45172,jorhatian,as
45173,tag,en
45174,ur,en
45175,locations,en
45176,johnyblaze,as
45177,kotha,as
45178,ta,as
45179,tik,as
45180,tomi,as
45181,korso,as
45182,ni,as
45183,bar,en
45184,sarbanda,as
45185,sonowal,en
45186,e,as
45187,lanka,as
45188,pai,as
45189,gol,as
45190,atia,as
45191,ravon,as
45192,vaw,en
45193,dekhuar,as
45194,hamay,as
45195,aponar,as
45196,nistha,as
45197,ami,as
45198,holagiso,as
45199,sar,as
45200,ami,as
45201,aponar,as
45202,hote,as
45203,ekmot,as
45204,loved,en
45205,this,en
45206,post,en
45207,we,en
45208,too,en
45209,had,en
45210,different,en
45211,interpretations,en
45212,while,en
45213,filling,en
45214,the,en
45215,relationship,en
45216,box,en
45217,contractual,en
45218,post,en
45219,aita,as
45220,new,en
45221,teacher,en
45222,post,en
45223,might,en
45224,be,en
45225,lekha,as
45226,ase,as
45227,so,en
45228,central,en
45229,tika,as
45230,order,en
45231,niya,as
45232,recruitment,en
45233,korar,as
45234,process,en
45235,shuru,as
45236,hoibo,as
45237,nij,as
45238,sartho,as
45239,boli,as
45240,dibo,as
45241,janile,as
45242,prokito,as
45243,sukh,as
45244,ahibo,as
45245,sir,en
45246,bideshi,as
45247,ketiya,as
45248,khedibo,as
45249,ne,as
45250,thokakhinir,as
45251,badeu,as
45252,natunkoi,as
45253,aanibohe,as
45254,jodi,as
45255,aanehe,as
45256,tente,as
45257,anugroh,as
45258,kori,as
45259,lachit,ne
45260,or,as
45261,nam,as
45262,uscharon,as
45263,kori,as
45264,opoman,as
45265,nokoribo,as
45266,badan,as
45267,saji,as
45268,lachitok,as
45269,opoman,as
45270,korar,as
45271,karu,as
45272,noitik,as
45273,odhikar,as
45274,nai,as
45275,chutia,as
45276,sale,en
45277,so,en
45278,u,en
45279,r,as
45280,an,en
45281,engnerng,en
45282,studnt,en
45283,hhmm,en
45284,is,en
45285,the,en
45286,idea,en
45287,of,en
45288,devil,en
45289,taken,en
45290,from,en
45291,the,en
45292,serial,en
45293,arrow,en
45294,suwali,ne
45295,gman,as
45296,dmandng,en
45297,loraburu,as
45298,timanei,as
45299,dmandng,en
45300,kunu,as
45301,nhy,as
45302,huda,as
45303,bt,en
45304,duitare,as
45305,dmand,en
45306,bur,as
45307,blg,as
45308,dats,en
45309,all,en
45310,kali,as
45311,varakvalley,as
45312,te,as
45313,hajar,as
45314,post,en
45315,dibo,as
45316,ni,as
45317,sarbananda,as
45318,sonowal,en
45319,jindabad,ne
45320,joi,as
45321,krishna,as
45322,guru,as
45323,nrc,ne
45324,er,as
45325,kam,as
45326,west,en
45327,bengal,en
45328,ot,as
45329,strt,en
45330,hbo,ne
45331,nki,as
45332,come,en
45333,watch,en
45334,dont,en
45335,breathe,en
45336,arambho,as
45337,hua,as
45338,nai,as
45339,and,en
45340,hall,en
45341,khali,as
45342,tet,as
45343,bhai,as
45344,abong,as
45345,boin,as
45346,ra,as
45347,hbs,en
45348,aamadar,as
45349,post,en
45350,brahmaputra,ne
45351,vally,as
45352,kay,as
45353,delan,as
45354,kisumane,as
45355,dkhun,as
45356,dse,as
45357,hahaha,as
45358,really,en
45359,dekha,as
45360,e,as
45361,napalu,as
45362,voi,as
45363,khai,as
45364,remove,en
45365,kri,as
45366,dle,as
45367,sage,en
45368,v,as
45369,v,as
45370,sir,en
45371,anugroh,as
45372,korok,as
45373,lakhimpur,ne
45374,hodoror,as
45375,rasta,as
45376,ghat,as
45377,buror,as
45378,obostha,as
45379,bor,as
45380,beya,as
45381,apuni,as
45382,kiba,as
45383,eta,as
45384,step,en
45385,louk,as
45386,raije,as
45387,jomor,as
45388,jatona,as
45389,bhugibo,as
45390,loga,as
45391,hoise,as
45392,apunalukok,as
45393,bor,as
45394,akhare,as
45395,raije,as
45396,gadi,as
45397,dise,as
45398,raijor,as
45399,ovab,as
45400,buror,as
45401,proti,as
45402,dristi,as
45403,diyok,as
45404,hello,en
45405,dear,en
45406,friends,en
45407,baaad,as
45408,diya,as
45409,hey,en
45410,ultimate,en
45411,kela,as
45412,d,as
45413,ankur,as
45414,j,as
45415,kalita,as
45416,sir,en
45417,apunak,as
45418,cm,en
45419,hisape,as
45420,pai,as
45421,gourab,as
45422,anubhab,as
45423,korisu,as
45424,gutei,as
45425,bharotor,as
45426,bhitorot,as
45427,facbookot,en
45428,raijor,as
45429,prosnor,en
45430,uttar,en
45431,diya,as
45432,ist,as
45433,cm,en
45434,ji,as
45435,bilak,as
45436,manuhe,as
45437,sohid,as
45438,hol,as
45439,teulokor,as
45440,poriyale,as
45441,sakolu,as
45442,subhidha,as
45443,pale,en
45444,ne,as
45445,nai,as
45446,khikhini,as
45447,daitta,as
45448,luwa,as
45449,apunar,as
45450,kartaba,as
45451,teuloke,as
45452,kiba,as
45453,okhubidha,as
45454,pai,as
45455,se,as
45456,neki,as
45457,apuni,as
45458,nije,as
45459,khabar,as
45460,koribo,as
45461,teulokor,as
45462,mati,as
45463,sampatir,as
45464,kiba,as
45465,okhubidha,as
45466,hoi,as
45467,ase,as
45468,neki,as
45469,apuni,as
45470,khabar,as
45471,lobo,as
45472,buli,as
45473,moi,as
